1,264432.2552076172
2,167688.41183853126
3,670549.1309412101
4,115919.85305806412
5,693350.5086947739
6,555560.109844184
7,188442.9671584273
8,196862.6015930082
9,481180.3051061526
10,853647.0166223503
11,580936.4451294641
12,480871.4034429227
13,855955.6781932582
14,156585.09476666094
15,481739.16205552366
16,239086.44575258074
17,249746.7429991927
18,84039.99865016219
19,588135.6777529991
20,403079.82241122593
21,210281.21472768195
22,898859.5034663707
23,169446.53190827393
24,552283.4253417271
25,798437.3817102958
26,1.2314640413286933e6
27,101359.89217545406
28,594639.7291955991
29,201832.3676072791
30,91747.11603832309
31,1.5338256975947528e6
32,121553.28724975412
33,569363.4896294284
34,483418.5882807685
35,554561.4096490628
36,793714.239238542
37,576493.0284184527
38,558164.464499511
39,310480.1608900053
40,165691.0033299137
41,898224.8348945525
42,843671.4247325335
43,124205.11936648621
44,293865.5254420951
45,480676.8542118765
46,299543.13084010576
47,391108.44148572
48,195875.1933250476
49,1.1695636558768423e6
50,597302.0484418182
51,863637.7150201537
52,227127.61481631963
53,741098.8989821421
54,255945.90414655808
55,763709.9122687266
56,274161.15211220854
57,220129.9447164333
58,970468.2519571779
59,181312.90433632844
60,333567.01791066607
61,349374.25549705396
62,824241.529251041
63,280024.34592255024
64,1.1572312105160137e6
65,150579.1749334159
66,163559.42613197706
67,840686.7336781265
68,295580.39024327137
69,711501.794384087
70,362745.36664597143
71,603578.0092680432
72,484294.07748178334
73,563624.3434327913
74,76206.26335670194
75,288655.0625937531
76,547677.2190326656
77,221632.05061180057
78,509894.1406662927
79,103645.42749137775
80,197356.4158604578
81,725936.3577188237
82,289785.4706608554
83,711031.8350934011
84,97336.50317125279
85,579684.8417577903
86,552589.7586559056
87,133750.8195112808
88,267360.9437098062
89,440791.5933936817
90,277123.904426034
91,1.099896228120956e6
92,476612.054533307
93,690568.7692697631
94,512651.0439310669
95,633203.1604112529
96,679301.1530099299
97,154932.15848726616
98,561320.0612359085
99,167459.10532826954
100,405124.3157503402
101,332279.1585667127
102,328064.30122160737
103,140269.26070875616
104,181487.1365733049
105,580627.8098110101
106,877422.9509972534
107,471102.358587493
108,372493.34946387797
109,533560.133040532
110,491390.9779249985
111,409327.8649120856
112,206863.32195975608
113,496356.77511325054
114,397610.02033087536
115,1.0961169569634763e6
116,280249.6425213032
117,547772.5797248231
118,347169.19065174094
119,287910.604123528
120,101759.98191927333
121,555209.1684466468
122,107028.06208170688
123,351495.3218200733
124,745845.522556005
125,320745.9056415783
126,325508.36647041433
127,153439.28365823446
128,487535.5120721327
129,782735.9117059899
130,615230.486665874
131,187295.27844865248
132,528911.8997993728
133,335941.8141037669
134,500373.3597897098
135,781083.3760512285
136,468038.7772948076
137,375615.23794293345
138,109866.10771480709
139,690263.5224802614
140,205627.55159070913
141,360318.91913879314
142,1.2617048457166185e6
143,255645.6929242611
144,886652.8117503724
145,447140.1889122682
146,245438.81062081648
147,491762.5671954104
148,454967.6699662372
149,441499.27874515945
150,432618.33001701976
151,181913.5687816164
152,681646.161801802
153,680333.7563578291
154,274715.9256928639
155,664320.6625947393
156,1.2790130856618737e6
157,199533.9227826703
158,509671.99147949205
159,253147.53548868943
160,489638.43251812534
161,304294.33542844513
162,473179.1577172326
163,532309.4682011281
164,1.0197591426182701e6
165,248438.3226032585
166,262631.86880675185
167,162932.10647526308
168,867380.3374251558
169,231563.5348684218
170,356239.85753985983
171,837703.3587407679
172,303616.05578095757
173,320313.75509953604
174,181749.62347395736
175,375767.7418526747
176,580498.1568707982
177,310253.22671461717
178,673438.7840122895
179,1.848781687671015e6
180,402568.1276154328
181,692634.6403386045
182,138341.55187208438
183,280987.56582182844
184,1.1920668354770755e6
185,508680.1479556384
186,251272.5667640634
187,261681.22882792892
188,133788.4322474781
189,258768.2594731956
190,316675.63038480806
191,652597.8586646111
192,449769.3953499693
193,412220.3119661975
194,179502.20070563612
195,395419.5001502013
196,698522.8741753974
197,673077.950356993
198,444121.11350882007
199,233510.83229494956
200,1.2035811516837983e6
201,663077.5792401596
202,438452.5773802061
203,274888.71945158544
204,718162.1728037379
205,313371.6354780864
206,161321.16895145696
207,89560.07779247814
208,146105.23875568347
209,513219.5297745445
210,421860.8762837263
211,378960.102866943
212,163174.30196791544
213,529781.7255631206
214,694799.8089670955
215,523708.6731772197
216,367081.7334129433
217,392054.7513876544
218,481583.8698856549
219,473027.43976535264
220,452571.1913833717
221,171496.08869321953
222,166483.40486994706
223,730411.58024745
224,227915.2680503359
225,1.90398534372535e6
226,1.2395718353152054e6
227,149371.76217132783
228,373394.3318483796
229,317382.3336551739
230,1.2911135220800792e6
231,251174.27825337084
232,723499.9264847188
233,629136.2988110912
234,411203.1284010049
235,151419.2546033506
236,237903.2738790715
237,187012.63952071266
238,479208.5477452618
239,142805.11936795758
240,401361.8104238787
241,837097.9041650047
242,417001.6563776426
243,985423.8501164697
244,372130.17176349147
245,792197.7042320443
246,140353.74151059316
247,468852.14621175756
248,350389.443945086
249,574119.0901065159
250,179846.10556015937
251,431628.73622878315
252,726442.8444464125
253,969109.8646128527
254,739323.4480422011
255,647140.4057926482
256,710656.7486906566
257,669480.1042797316
258,698312.5937442952
259,619617.3752059387
260,141946.78933521366
261,533056.5286737753
262,690038.732425909
263,324401.8058119108
264,280814.4340789419
265,551494.9944634041
266,381425.32889593375
267,80208.17126872606
268,891637.1539642583
269,421543.7418496293
270,212344.1724505641
271,329711.76784956467
272,270091.66213753715
273,152864.6718689177
274,260872.37126943312
275,661785.6253264784
276,119931.75545099174
277,424481.8939970598
278,708030.3128545518
279,338131.4941828972
280,546133.8514530717
281,413840.7769260402
282,339478.44435613
283,1.7007192773820674e6
284,618325.4161310742
285,458957.8143967897
286,570933.8385993373
287,461427.5711251875
288,309775.25972615415
289,396801.9526431711
290,115684.45379617572
291,207408.54389735783
292,241223.61705004016
293,274185.8344435105
294,1.520287439001158e6
295,371262.977475582
296,453453.3019400905
297,250841.83928948911
298,748202.5476966021
299,123222.96428517316
300,672021.5316634953
301,230420.99989412513
302,409793.47273775213
303,311956.9201260943
304,1.2712552359968256e6
305,300024.0344492558
306,1.237145076466146e6
307,284384.65181526926
308,606865.320907836
309,1.286095787609435e6
310,288883.3776987933
311,901819.515103277
312,390912.9396107842
313,497809.7652927854
314,465503.00968886353
315,837222.9851266315
316,416566.1085505998
317,384876.87080941396
318,192236.4497388056
319,366273.5335323915
320,1.5292880059318405e6
321,1.2190019373284047e6
322,795710.5505199826
323,367417.36469730706
324,611575.1643253639
325,319524.2436244447
326,617585.9264849697
327,316398.2360453581
328,391626.4315212987
329,183881.89362712926
330,614573.5980117613
331,390213.75045497087
332,674124.8526135534
333,476142.6711240614
334,782412.7252054159
335,500490.5514989876
336,584248.5854885129
337,667885.8155363506
338,199773.03192486143
339,1.0176845222764099e6
340,394249.4435469547
341,467259.2147021145
342,1.6348322084587424e6
343,131794.5136180218
344,629788.3361929748
345,448104.20866214554
346,381728.3839971044
347,594355.6093365145
348,1.1033883599070732e6
349,170858.3460104465
350,664108.581403878
351,474617.57991253404
352,419239.12021168973
353,308843.05424063664
354,162781.6403563104
355,402227.0276190455
356,103918.4720798044
357,262853.22226877324
358,492802.49036571995
359,273612.34060167556
360,268265.22295775695
361,352473.44075257727
362,340259.4131154598
363,262139.94228191787
364,116287.52285923978
365,184332.43467646657
366,342150.27086703765
367,357068.2701966225
368,704993.5142858945
369,345818.35428924236
370,449613.6300075037
371,136604.9902734885
372,477073.4876959942
373,380316.7275425424
374,832464.2983630223
375,866281.8428831436
376,201667.65218941722
377,875723.2363757297
378,391536.58463023044
379,280416.66066206136
380,409886.3959132995
381,490790.4665905857
382,861947.4038013296
383,749712.3876396681
384,313521.3831234337
385,611881.7433752418
386,188571.9554555032
387,335041.3911172803
388,174949.74527640076
389,536414.059882568
390,505220.5161166949
391,425836.0702175899
392,441968.749402349
393,134184.33677534305
394,275164.9827822894
395,408415.47088975564
396,217645.18984071305
397,1.2013212435600108e6
398,568578.1105014735
399,757322.5291313786
400,871644.6413474376
